component_id,component_path,component_layer,route_profile,route_family,lifecycle_status,active_runtime,reason
SS-233-content-calendar-generator.subskill,skills/sub_skills/SS-233-content-calendar-generator.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-234-platform-strategy-mapper,skills/sub_skills/SS-234-platform-strategy-mapper.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-234-platform-strategy-mapper.subskill,skills/sub_skills/SS-234-platform-strategy-mapper.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-240-hook-variation-generator,skills/sub_skills/SS-240-hook-variation-generator.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-240-hook-variation-generator.subskill,skills/sub_skills/SS-240-hook-variation-generator.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-241-open-loop-generator,skills/sub_skills/SS-241-open-loop-generator.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-241-open-loop-generator.subskill,skills/sub_skills/SS-241-open-loop-generator.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-242-story-tension-builder,skills/sub_skills/SS-242-story-tension-builder.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-242-story-tension-builder.subskill,skills/sub_skills/SS-242-story-tension-builder.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-243-pacing-controller,skills/sub_skills/SS-243-pacing-controller.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-243-pacing-controller.subskill,skills/sub_skills/SS-243-pacing-controller.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-244-retention-loop-engine,skills/sub_skills/SS-244-retention-loop-engine.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-244-retention-loop-engine.subskill,skills/sub_skills/SS-244-retention-loop-engine.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-245-cliffhanger-designer,skills/sub_skills/SS-245-cliffhanger-designer.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-245-cliffhanger-designer.subskill,skills/sub_skills/SS-245-cliffhanger-designer.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-121-algorithm-intelligence-core,skills/swarm_expansion/M-121-algorithm-intelligence-core.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-121-algorithm-intelligence-core.skill,skills/swarm_expansion/M-121-algorithm-intelligence-core.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-122-data-signal-collector,skills/swarm_expansion/M-122-data-signal-collector.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-122-data-signal-collector.skill,skills/swarm_expansion/M-122-data-signal-collector.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-123-algorithm-pattern-analyzer,skills/swarm_expansion/M-123-algorithm-pattern-analyzer.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-123-algorithm-pattern-analyzer.skill,skills/swarm_expansion/M-123-algorithm-pattern-analyzer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-124-watch-time-analyzer,skills/swarm_expansion/M-124-watch-time-analyzer.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-124-watch-time-analyzer.skill,skills/swarm_expansion/M-124-watch-time-analyzer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-125-retention-drop-detector,skills/swarm_expansion/M-125-retention-drop-detector.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-125-retention-drop-detector.skill,skills/swarm_expansion/M-125-retention-drop-detector.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-126-retention-repair-engine,skills/swarm_expansion/M-126-retention-repair-engine.py,SKILL,script_refinement_profile,"script_refinement, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-126-retention-repair-engine.skill,skills/swarm_expansion/M-126-retention-repair-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-127-viral-pattern-library,skills/swarm_expansion/M-127-viral-pattern-library.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-127-viral-pattern-library.skill,skills/swarm_expansion/M-127-viral-pattern-library.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-128-viral-pattern-replicator,skills/swarm_expansion/M-128-viral-pattern-replicator.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-128-viral-pattern-replicator.skill,skills/swarm_expansion/M-128-viral-pattern-replicator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-129-thumbnail-heatmap-analyzer,skills/swarm_expansion/M-129-thumbnail-heatmap-analyzer.py,SKILL,editing_packaging_profile,"editing_packaging, full_video_pipeline, publishing",ACTIVE_CORE,True,profile mapped to active route DAG
M-129-thumbnail-heatmap-analyzer.skill,skills/swarm_expansion/M-129-thumbnail-heatmap-analyzer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-130-thumbnail-optimization-engine,skills/swarm_expansion/M-130-thumbnail-optimization-engine.py,SKILL,editing_packaging_profile,"editing_packaging, full_video_pipeline, publishing",ACTIVE_CORE,True,profile mapped to active route DAG
M-130-thumbnail-optimization-engine.skill,skills/swarm_expansion/M-130-thumbnail-optimization-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-131-ctr-prediction-engine,skills/swarm_expansion/M-131-ctr-prediction-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-131_Ctr_Prediction_Engine,skills/swarm_expansion/M-131-ctr-prediction-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-132-title-emotion-analyzer,skills/swarm_expansion/M-132-title-emotion-analyzer.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-132_Title_Emotion_Analyzer,skills/swarm_expansion/M-132-title-emotion-analyzer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-133-curiosity-trigger-engine,skills/swarm_expansion/M-133-curiosity-trigger-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-133_Curiosity_Trigger_Engine,skills/swarm_expansion/M-133-curiosity-trigger-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-134-psychological-hook-engine,skills/swarm_expansion/M-134-psychological-hook-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-134_Psychological_Hook_Engine,skills/swarm_expansion/M-134-psychological-hook-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-135-click-urgency-generator,skills/swarm_expansion/M-135-click-urgency-generator.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-135_Click_Urgency_Generator,skills/swarm_expansion/M-135-click-urgency-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-136-ctr-stress-tester,skills/swarm_expansion/M-136-ctr-stress-tester.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-136_Ctr_Stress_Tester,skills/swarm_expansion/M-136-ctr-stress-tester.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-137-thumbnail-emotion-optimizer,skills/swarm_expansion/M-137-thumbnail-emotion-optimizer.py,SKILL,editing_packaging_profile,"editing_packaging, full_video_pipeline, publishing",ACTIVE_CORE,True,profile mapped to active route DAG
M-137_Thumbnail_Emotion_Optimizer,skills/swarm_expansion/M-137-thumbnail-emotion-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-138-viral-probability-engine,skills/swarm_expansion/M-138-viral-probability-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-138_Viral_Probability_Engine,skills/swarm_expansion/M-138-viral-probability-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-139-viral-acceleration-engine,skills/swarm_expansion/M-139-viral-acceleration-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-139_Viral_Acceleration_Engine,skills/swarm_expansion/M-139-viral-acceleration-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-140-shareability-optimizer,skills/swarm_expansion/M-140-shareability-optimizer.py,SKILL,script_refinement_profile,"script_refinement, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-140_Shareability_Optimizer,skills/swarm_expansion/M-140-shareability-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-141-community-trigger-engine,skills/swarm_expansion/M-141-community-trigger-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-141_Community_Trigger_Engine,skills/swarm_expansion/M-141-community-trigger-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-142-comment-magnet-engine,skills/swarm_expansion/M-142-comment-magnet-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-142_Comment_Magnet_Engine,skills/swarm_expansion/M-142-comment-magnet-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-143-discussion-amplifier,skills/swarm_expansion/M-143-discussion-amplifier.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-143_Discussion_Amplifier,skills/swarm_expansion/M-143-discussion-amplifier.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-144-engagement-momentum-engine,skills/swarm_expansion/M-144-engagement-momentum-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-144_Engagement_Momentum_Engine,skills/swarm_expansion/M-144-engagement-momentum-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-145-algorithm-boost-detector,skills/swarm_expansion/M-145-algorithm-boost-detector.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-145_Algorithm_Boost_Detector,skills/swarm_expansion/M-145-algorithm-boost-detector.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-146-viral-surge-manager,skills/swarm_expansion/M-146-viral-surge-manager.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-146_Viral_Surge_Manager,skills/swarm_expansion/M-146-viral-surge-manager.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-147-content-amplification-engine,skills/swarm_expansion/M-147-content-amplification-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-147_Content_Amplification_Engine,skills/swarm_expansion/M-147-content-amplification-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-148-channel-authority-builder,skills/swarm_expansion/M-148-channel-authority-builder.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-148_Channel_Authority_Builder,skills/swarm_expansion/M-148-channel-authority-builder.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-149-algorithm-trust-engine,skills/swarm_expansion/M-149-algorithm-trust-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-149_Algorithm_Trust_Engine,skills/swarm_expansion/M-149-algorithm-trust-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-150-platform-dominance-engine,skills/swarm_expansion/M-150-platform-dominance-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-150_Platform_Dominance_Engine,skills/swarm_expansion/M-150-platform-dominance-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-061-micro-skill-army-router,skills/system_intelligence/M-061-micro-skill-army-router.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-061_Micro_Skill_Army_Router,skills/system_intelligence/M-061-micro-skill-army-router.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-062-skill-loader-protocol,skills/system_intelligence/M-062-skill-loader-protocol.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-062_Skill_Loader_Protocol,skills/system_intelligence/M-062-skill-loader-protocol.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-063-skill-dependency-resolver,skills/system_intelligence/M-063-skill-dependency-resolver.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-063_Skill_Dependency_Resolver,skills/system_intelligence/M-063-skill-dependency-resolver.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-064-skill-priority-engine,skills/system_intelligence/M-064-skill-priority-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-064_Skill_Priority_Engine,skills/system_intelligence/M-064-skill-priority-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-065-task-queue-manager,skills/system_intelligence/M-065-task-queue-manager.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-065_Task_Queue_Manager,skills/system_intelligence/M-065-task-queue-manager.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-066-resource-allocator,skills/system_intelligence/M-066-resource-allocator.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-066_Resource_Allocator,skills/system_intelligence/M-066-resource-allocator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-067-performance-monitor,skills/system_intelligence/M-067-performance-monitor.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-067_Performance_Monitor,skills/system_intelligence/M-067-performance-monitor.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-068-failure-detector,skills/system_intelligence/M-068-failure-detector.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-068_Failure_Detector,skills/system_intelligence/M-068-failure-detector.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-069-recovery-engine,skills/system_intelligence/M-069-recovery-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-069_Recovery_Engine,skills/system_intelligence/M-069-recovery-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-070-adaptive-re-router,skills/system_intelligence/M-070-adaptive-re-router.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-070_Adaptive_Re_Router,skills/system_intelligence/M-070-adaptive-re-router.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-071-intelligence-memory-system,skills/system_intelligence/M-071-intelligence-memory-system.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-071_Intelligence_Memory_System,skills/system_intelligence/M-071-intelligence-memory-system.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-072-pattern-recognition-engine,skills/system_intelligence/M-072-pattern-recognition-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-072_Pattern_Recognition_Engine,skills/system_intelligence/M-072-pattern-recognition-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-073-trend-prediction-engine,skills/system_intelligence/M-073-trend-prediction-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-073_Trend_Prediction_Engine,skills/system_intelligence/M-073-trend-prediction-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-074-viral-opportunity-scanner,skills/system_intelligence/M-074-viral-opportunity-scanner.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-074_Viral_Opportunity_Scanner,skills/system_intelligence/M-074-viral-opportunity-scanner.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-075-content-replication-engine,skills/system_intelligence/M-075-content-replication-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-075_Content_Replication_Engine,skills/system_intelligence/M-075-content-replication-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-076-multi-channel-expansion-engine,skills/system_intelligence/M-076-multi-channel-expansion-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-076_Multi_Channel_Expansion_Engine,skills/system_intelligence/M-076-multi-channel-expansion-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-077-language-localization-engine,skills/system_intelligence/M-077-language-localization-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-077_Language_Localization_Engine,skills/system_intelligence/M-077-language-localization-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-078-cultural-adaptation-engine,skills/system_intelligence/M-078-cultural-adaptation-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-078_Cultural_Adaptation_Engine,skills/system_intelligence/M-078-cultural-adaptation-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-079-platform-format-engine,skills/system_intelligence/M-079-platform-format-engine.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-079_Platform_Format_Engine,skills/system_intelligence/M-079-platform-format-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-080-shorts-generator,skills/system_intelligence/M-080-shorts-generator.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-080_Shorts_Generator,skills/system_intelligence/M-080-shorts-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-081-clip-extraction-engine,skills/system_intelligence/M-081-clip-extraction-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-081_Clip_Extraction_Engine,skills/system_intelligence/M-081-clip-extraction-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-082-viral-clip-optimizer,skills/system_intelligence/M-082-viral-clip-optimizer.py,SKILL,script_refinement_profile,"script_refinement, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-082_Viral_Clip_Optimizer,skills/system_intelligence/M-082-viral-clip-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-083-social-media-distributor,skills/system_intelligence/M-083-social-media-distributor.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-083_Social_Media_Distributor,skills/system_intelligence/M-083-social-media-distributor.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-084-cross-platform-analytics,skills/system_intelligence/M-084-cross-platform-analytics.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-084_Cross_Platform_Analytics,skills/system_intelligence/M-084-cross-platform-analytics.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-085-ai-avatar-director,skills/system_intelligence/M-085-ai-avatar-director.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-085_Ai_Avatar_Director,skills/system_intelligence/M-085-ai-avatar-director.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-086-cinematic-shot-planner,skills/system_intelligence/M-086-cinematic-shot-planner.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-086_Cinematic_Shot_Planner,skills/system_intelligence/M-086-cinematic-shot-planner.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-087-lighting-designer,skills/system_intelligence/M-087-lighting-designer.py,SKILL,visual_context_profile,"visual_context, context_engineering, image_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-087_Lighting_Designer,skills/system_intelligence/M-087-lighting-designer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-088-scene-composition-engine,skills/system_intelligence/M-088-scene-composition-engine.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-088_Scene_Composition_Engine,skills/system_intelligence/M-088-scene-composition-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-089-motion-director,skills/system_intelligence/M-089-motion-director.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-089_Motion_Director,skills/system_intelligence/M-089-motion-director.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-090-generic-m-090-forbidden-in-runtime-split-into-av-emo-090-and-yt-for-090,skills/system_intelligence/M-090-generic-m-090-forbidden-in-runtime-split-into-av-emo-090-and-yt-for-090.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-090_Generic_M_090_Forbidden_In_Runtime_Split_Into_Av_Emo_090_And_Yt_For_090,skills/system_intelligence/M-090-generic-m-090-forbidden-in-runtime-split-into-av-emo-090-and-yt-for-090.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-001-global-trend-scanner,skills/topic_intelligence/M-001-global-trend-scanner.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-001-global-trend-scanner.skill,skills/topic_intelligence/M-001-global-trend-scanner.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-002-topic-opportunity-miner,skills/topic_intelligence/M-002-topic-opportunity-miner.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-002-topic-opportunity-miner.skill,skills/topic_intelligence/M-002-topic-opportunity-miner.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-003-keyword-intelligence-miner,skills/topic_intelligence/M-003-keyword-intelligence-miner.py,SKILL,research_synthesis_profile,"trend_research, topic_discovery, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-003_Keyword_Intelligence_Miner,skills/topic_intelligence/M-003-keyword-intelligence-miner.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-004-audience-demographic-mapper,skills/topic_intelligence/M-004-audience-demographic-mapper.py,SKILL,visual_context_profile,"visual_context, context_engineering, image_generation",ACTIVE_CORE,True,profile mapped to active route DAG
